"Date","Price","Open","High","Low","Vol.","Change %"
"08/05/2013","25.730","25.730","25.730","25.730","","0.12%"
"08/02/2013","25.700","25.700","25.700","25.700","0.03K","-0.54%"
"08/01/2013","25.840","26.000","26.000","25.850","2.64K","-1.00%"
"07/31/2013","26.100","26.100","26.100","26.100","","0.23%"
"07/30/2013","26.040","26.050","26.050","26.000","0.44K","-0.42%"
"07/29/2013","26.150","26.150","26.150","26.100","0.50K","0.11%"
"07/26/2013","26.120","26.100","26.130","26.095","0.18K","-0.11%"
"07/25/2013","26.150","26.160","26.160","26.150","0.32K","0.08%"
"07/24/2013","26.130","26.175","26.175","26.125","0.63K","-0.31%"
"07/23/2013","26.210","26.200","26.200","26.200","0.04K","0.23%"
"07/22/2013","26.150","26.150","26.150","26.150","0.21K","0.11%"
"07/19/2013","26.120","26.150","26.175","26.150","0.42K","-0.11%"
"07/18/2013","26.150","26.125","26.150","26.125","0.09K","0.31%"
"07/17/2013","26.070","26.070","26.070","26.070","0.12K","0.31%"
"07/16/2013","25.990","25.985","25.985","25.980","0.05K","-0.23%"
"07/15/2013","26.050","26.050","26.050","26.050","0.60K","-0.38%"
"07/12/2013","26.150","26.100","26.100","26.100","0.03K","-0.38%"
"07/11/2013","26.250","26.285","26.285","26.225","0.09K","-0.15%"
"07/10/2013","26.290","26.275","26.300","26.275","0.07K","0.34%"
"07/09/2013","26.200","26.200","26.200","26.200","0.09K","0.19%"
"07/08/2013","26.150","26.150","26.150","26.150","","0.04%"
"07/05/2013","26.140","26.125","26.150","26.125","0.06K","-0.19%"
"07/04/2013","26.190","26.250","26.250","26.180","0.06K","-0.76%"
"07/03/2013","26.390","26.400","26.400","26.400","0.03K","0.53%"
"07/02/2013","26.250","26.250","26.250","26.250","","0.00%"
"07/01/2013","26.250","26.275","26.275","26.275","0.03K","0.27%"
"06/28/2013","26.180","26.180","26.180","26.180","","0.89%"
"06/27/2013","25.950","26.000","26.000","25.900","1.16K","0.00%"
"06/26/2013","25.950","25.950","26.000","25.925","0.40K","-0.19%"
"06/25/2013","26.000","25.925","26.000","25.925","0.60K","0.58%"
"06/24/2013","25.850","25.875","25.875","25.850","0.34K","0.04%"
"06/21/2013","25.840","25.830","25.830","25.830","0.21K","-0.35%"
"06/20/2013","25.930","25.950","25.950","25.930","0.19K","-0.31%"
"06/19/2013","26.010","26.000","26.000","26.000","0.03K","0.42%"
"06/18/2013","25.900","26.030","26.030","26.030","0.06K","-1.48%"
"06/17/2013","26.290","26.290","26.290","26.290","","-0.19%"
"06/14/2013","26.340","26.000","26.000","26.000","0.01K","1.07%"
"06/13/2013","26.060","26.100","26.100","26.100","0.33K","0.15%"
"06/12/2013","26.020","26.020","26.020","26.020","","0.70%"
"06/11/2013","25.840","25.875","25.875","25.875","0.03K","-0.19%"
"06/10/2013","25.890","25.890","25.890","25.890","","-0.12%"
"06/07/2013","25.920","25.920","25.920","25.920","","-0.27%"
"06/06/2013","25.990","25.990","25.990","25.990","0.01K","-0.50%"
"06/05/2013","26.120","26.125","26.125","26.125","0.03K","0.23%"
"06/04/2013","26.060","26.060","26.060","26.060","0.15K","-0.27%"
"06/03/2013","26.130","26.100","26.100","26.100","0.03K","-0.72%"
"05/31/2013","26.320","26.320","26.320","26.320","","-0.64%"
"05/30/2013","26.490","26.550","26.550","26.400","0.52K","-0.04%"
"05/29/2013","26.500","26.500","26.550","26.500","0.57K","0.04%"
"05/28/2013","26.490","26.400","26.400","26.400","0.76K","0.11%"
"05/27/2013","26.460","26.460","26.460","26.460","","0.00%"
"05/24/2013","26.460","26.600","26.600","26.550","0.05K","-1.08%"
"05/23/2013","26.750","26.850","26.850","26.850","0.03K","0.00%"
"05/22/2013","26.750","26.650","26.775","26.650","0.59K","-0.26%"
"05/21/2013","26.820","26.800","26.840","26.800","0.32K","0.00%"
"05/20/2013","26.820","26.700","26.800","26.700","0.09K","1.06%"
"05/17/2013","26.540","26.550","26.600","26.550","0.35K","-0.04%"
"05/16/2013","26.550","26.450","26.500","26.450","0.74K","0.61%"
"05/15/2013","26.390","26.400","26.400","26.350","3.04K","0.42%"
"05/14/2013","26.280","26.150","26.300","26.150","1.09K","0.31%"
"05/13/2013","26.200","26.300","26.350","26.200","0.96K","0.19%"
"05/10/2013","26.150","26.125","26.200","26.125","0.42K","-0.76%"
"05/09/2013","26.350","26.450","26.450","26.225","0.23K","0.00%"
"05/08/2013","26.350","26.350","26.400","26.350","0.06K","-0.75%"
"05/07/2013","26.550","26.520","26.600","26.520","0.61K","0.57%"
"05/03/2013","26.400","26.425","26.450","26.400","0.78K","0.69%"
"05/02/2013","26.220","26.250","26.300","26.230","0.59K","-0.30%"
"05/01/2013","26.300","26.430","26.430","26.430","0.01K","-0.38%"
"04/30/2013","26.400","26.400","26.400","26.400","","-0.38%"
"04/29/2013","26.500","26.420","26.520","26.350","1.96K","0.57%"
"04/26/2013","26.350","26.530","26.530","26.350","0.40K","-1.13%"
"04/25/2013","26.650","26.650","26.675","26.600","0.41K","0.38%"
"04/24/2013","26.550","26.500","26.550","26.450","2.89K","0.68%"
"04/23/2013","26.370","26.250","26.450","26.200","5.17K","0.34%"
"04/22/2013","26.280","26.350","26.425","26.300","2.38K","-1.13%"
"04/19/2013","26.580","26.700","26.700","26.550","0.06K","-0.19%"
"04/18/2013","26.630","26.750","26.750","26.600","0.35K","-0.63%"
"04/17/2013","26.800","27.050","27.050","26.750","0.17K","-1.03%"
"04/16/2013","27.080","27.130","27.150","27.130","0.06K","-0.37%"
"04/15/2013","27.180","27.200","27.200","27.200","0.06K","0.04%"
"04/12/2013","27.170","27.250","27.250","27.250","0.03K","-0.29%"
"04/11/2013","27.250","26.950","27.300","26.950","0.19K","0.66%"
"04/10/2013","27.070","27.100","27.125","27.025","0.81K","-0.04%"
"04/09/2013","27.080","26.850","26.950","26.850","0.63K","0.37%"
"04/08/2013","26.980","27.100","27.150","26.975","2.28K","-1.21%"
"04/05/2013","27.310","27.400","27.450","27.275","2.01K","0.04%"
"04/04/2013","27.300","27.200","27.325","27.150","5.48K","0.07%"
"04/03/2013","27.280","27.280","27.280","27.280","0.10K","1.41%"
"04/02/2013","26.900","26.900","26.900","26.900","","-1.65%"
"03/28/2013","27.350","27.300","27.350","27.250","1.06K","-3.80%"
"03/27/2013","28.430","28.800","28.800","28.300","1.60K","-0.42%"
"03/26/2013","28.550","29.000","29.000","28.550","0.26K","1.06%"
"03/25/2013","28.250","27.225","28.750","27.225","0.60K","4.21%"
"03/22/2013","27.110","27.100","27.250","27.000","3.88K","0.67%"
"03/21/2013","26.930","26.900","27.000","26.900","0.17K","0.11%"
"03/20/2013","26.900","26.925","26.950","26.875","2.11K","0.82%"
"03/19/2013","26.680","26.600","26.750","26.575","0.41K","1.14%"
"03/18/2013","26.380","26.380","26.380","26.380","","0.96%"
"03/15/2013","26.130","26.180","26.200","26.150","0.12K","-0.99%"
"03/14/2013","26.390","26.150","26.200","26.150","0.34K","-0.15%"
"03/13/2013","26.430","26.610","26.610","26.450","1.07K","0.15%"
"03/12/2013","26.390","26.550","26.625","26.550","0.15K","-0.15%"
"03/11/2013","26.430","26.500","26.500","26.500","0.12K","0.49%"
"03/08/2013","26.300","26.400","26.475","26.350","0.15K","-0.60%"
"03/07/2013","26.460","26.450","26.550","26.450","0.24K","0.08%"
"03/06/2013","26.440","26.400","26.450","26.400","0.34K","-0.23%"
"03/05/2013","26.500","26.450","26.640","26.450","1.36K","0.76%"
"03/04/2013","26.300","26.400","26.400","26.250","0.80K","0.96%"
"03/01/2013","26.050","26.000","26.000","26.000","0.15K","-0.38%"
"02/28/2013","26.150","26.180","26.180","26.180","0.01K","0.77%"
"02/27/2013","25.950","25.675","25.950","25.650","0.40K","0.62%"
"02/26/2013","25.790","25.925","25.950","25.700","0.52K","0.16%"
"02/25/2013","25.750","25.620","25.775","25.620","1.13K","0.35%"
"02/22/2013","25.660","25.830","25.900","25.830","0.18K","0.23%"
"02/21/2013","25.600","25.400","25.570","25.400","1.37K","1.11%"
"02/20/2013","25.320","25.300","25.320","25.225","1.27K","-0.47%"
"02/19/2013","25.440","25.530","25.600","25.430","4.19K","-0.39%"
"02/18/2013","25.540","25.575","25.600","25.530","1.10K","-0.31%"
"02/15/2013","25.620","25.800","25.800","25.620","0.82K","-1.08%"
"02/14/2013","25.900","25.900","25.950","25.870","1.19K","0.66%"
"02/13/2013","25.730","25.750","25.800","25.700","1.10K","-0.08%"
"02/12/2013","25.750","25.750","25.800","25.750","0.47K","0.27%"
"02/11/2013","25.680","25.700","25.700","25.600","0.82K","-1.23%"
"02/08/2013","26.000","26.000","26.050","25.950","0.77K","0.66%"
"02/07/2013","25.830","25.600","25.850","25.600","0.24K","1.02%"
"02/06/2013","25.570","25.750","25.770","25.570","0.40K","-1.20%"
"02/05/2013","25.880","25.900","25.950","25.850","0.83K","-0.27%"
"02/04/2013","25.950","26.040","26.050","25.950","0.43K","0.62%"
"02/01/2013","25.790","25.800","25.800","25.780","0.24K","0.94%"
"01/31/2013","25.550","25.650","25.650","25.650","0.18K","-0.47%"
"01/30/2013","25.670","25.880","25.880","25.880","0.32K","-0.31%"
"01/29/2013","25.750","25.900","25.900","25.750","0.96K","-1.11%"
"01/28/2013","26.040","26.000","26.110","25.950","1.27K","-0.23%"
"01/25/2013","26.100","25.650","26.100","25.650","0.30K","1.01%"
"01/24/2013","25.840","25.930","26.050","25.930","4.68K","-1.56%"
"01/23/2013","26.250","26.250","26.250","26.250","0.83K","-0.38%"
"01/22/2013","26.350","26.050","26.350","26.050","2.80K","0.96%"
"01/21/2013","26.100","26.050","26.050","26.050","1.37K","-2.06%"
"01/18/2013","26.650","26.700","26.700","26.450","0.98K","-1.59%"
"01/17/2013","27.080","27.000","27.000","27.000","0.06K","0.37%"
"01/16/2013","26.980","27.000","27.000","26.770","0.32K","1.24%"
"01/15/2013","26.650","26.550","26.700","26.550","0.24K","-0.52%"
"01/14/2013","26.790","26.790","26.790","26.790","","-1.14%"
"01/11/2013","27.100","27.100","27.100","27.100","0.25K","-0.37%"
"01/10/2013","27.200","27.150","27.150","27.150","0.38K","-1.73%"
"01/09/2013","27.680","27.750","27.750","27.750","0.09K","1.02%"
"01/08/2013","27.400","27.600","27.600","27.400","0.13K","-0.90%"
"01/07/2013","27.650","27.900","27.900","27.700","0.36K","1.65%"
"01/04/2013","27.200","27.150","27.200","27.150","0.20K","0.82%"
"01/03/2013","26.980","26.750","26.850","26.750","0.05K","1.39%"
"01/02/2013","26.610","26.620","26.620","26.620","0.06K","0.87%"
"12/31/2012","26.380","26.380","26.380","26.380","","0.11%"
"12/28/2012","26.350","26.350","26.350","26.350","0.24K","-0.38%"
"12/27/2012","26.450","26.400","26.500","26.400","0.40K","-0.49%"
"12/24/2012","26.580","26.580","26.580","26.580","","-2.28%"
"12/21/2012","27.200","27.200","27.200","27.200","0.12K","-0.37%"
"12/20/2012","27.300","27.350","27.350","27.300","0.24K","-0.44%"
"12/19/2012","27.420","27.420","27.420","27.420","0.70K","-0.07%"
"12/18/2012","27.440","27.330","27.450","27.330","0.99K","0.44%"
"12/17/2012","27.320","27.300","27.300","27.300","2.13K","-0.62%"
"12/14/2012","27.490","27.490","27.490","27.490","0.21K","0.29%"
"12/13/2012","27.410","27.400","27.400","27.400","0.05K","-0.29%"
"12/12/2012","27.490","27.490","27.490","27.490","","-0.04%"
"12/11/2012","27.500","27.450","27.450","27.450","0.21K","-0.72%"
"12/10/2012","27.700","27.700","27.700","27.700","0.09K","-1.95%"
"12/07/2012","28.250","28.250","28.250","28.250","","0.18%"
"12/06/2012","28.200","28.200","28.200","28.200","","-0.98%"
"12/05/2012","28.480","28.480","28.480","28.480","","1.39%"
"12/04/2012","28.090","28.090","28.090","28.090","","0.36%"
"12/03/2012","27.990","27.990","27.990","27.990","","1.41%"
"11/30/2012","27.600","27.600","27.600","27.600","","0.99%"
"11/29/2012","27.330","27.330","27.330","27.330","0.21K","-0.44%"
"11/28/2012","27.450","27.450","27.450","27.400","0.15K","-0.07%"
"11/27/2012","27.470","27.400","27.500","27.400","1.86K","0.29%"
"11/26/2012","27.390","27.390","27.390","27.390","0.72K","-1.47%"
"11/23/2012","27.800","27.800","27.800","27.800","0.04K","0.43%"
"11/22/2012","27.680","27.680","27.680","27.680","5.13K","-0.07%"
"11/21/2012","27.700","27.650","27.650","27.600","0.36K","0.62%"
"11/20/2012","27.530","27.530","27.530","27.530","","-0.25%"
"11/19/2012","27.600","27.700","27.700","27.600","0.21K","0.00%"
"11/16/2012","27.600","27.600","27.600","27.600","0.02K","0.40%"
"11/15/2012","27.490","27.450","27.450","27.450","0.11K","1.36%"
"11/14/2012","27.120","27.120","27.120","27.120","","-0.73%"
"11/13/2012","27.320","27.320","27.320","27.320","","0.26%"
"11/12/2012","27.250","27.350","27.350","27.350","0.02K","0.18%"
"11/09/2012","27.200","27.200","27.250","27.200","0.21K","0.41%"
"11/08/2012","27.090","27.200","27.200","27.200","0.38K","0.00%"
"11/07/2012","27.090","27.350","27.350","27.250","0.10K","-0.48%"
"11/06/2012","27.220","27.220","27.220","27.220","","1.26%"
"11/05/2012","26.880","26.950","26.950","26.950","0.01K","-1.03%"
"11/02/2012","27.160","27.150","27.150","27.150","0.01K","-0.07%"
"11/01/2012","27.180","27.250","27.350","27.200","0.21K","-0.44%"
"10/31/2012","27.300","27.300","27.300","27.300","0.03K","-1.09%"
"10/30/2012","27.600","27.840","27.850","27.750","0.22K","-0.22%"
"10/29/2012","27.660","27.650","27.800","27.600","2.38K","-0.68%"
"10/26/2012","27.850","27.720","27.720","27.720","1.30K","2.16%"
"10/25/2012","27.260","27.100","27.200","27.100","1.25K","-0.62%"
"10/24/2012","27.430","27.600","27.600","27.600","0.48K","-0.97%"
"10/23/2012","27.700","27.700","27.700","27.700","0.30K","-0.29%"
"10/22/2012","27.780","27.500","27.750","27.500","0.35K","1.76%"
"10/19/2012","27.300","27.300","27.300","27.300","0.15K","1.68%"
"10/18/2012","26.850","26.850","26.900","26.850","0.07K","0.94%"
"10/17/2012","26.600","26.600","26.600","26.600","0.01K","0.53%"
"10/16/2012","26.460","26.400","26.400","26.400","0.01K","0.46%"
"10/15/2012","26.340","26.250","26.350","26.200","0.14K","-0.45%"
"10/12/2012","26.460","26.460","26.460","26.460","","-0.26%"
"10/11/2012","26.530","26.530","26.530","26.530","","-1.04%"
"10/10/2012","26.810","26.810","26.810","26.810","","0.52%"
"10/09/2012","26.670","26.670","26.670","26.670","","-0.74%"
"10/08/2012","26.870","26.700","26.700","26.700","0.30K","0.64%"
"10/05/2012","26.700","26.700","26.700","26.700","","1.17%"
"10/04/2012","26.390","26.300","26.300","26.300","0.30K","0.08%"
"10/03/2012","26.370","26.400","26.400","26.400","0.03K","0.11%"
"10/02/2012","26.340","26.400","26.450","26.300","0.07K","-0.19%"
"10/01/2012","26.390","26.390","26.390","26.390","","-0.34%"
"09/28/2012","26.480","26.500","26.500","26.500","3.69K","3.84%"
"09/27/2012","25.500","25.550","25.550","25.550","1.02K","0.08%"
"09/26/2012","25.480","25.350","25.450","25.300","0.22K","-0.16%"
"09/25/2012","25.520","25.450","25.600","25.450","0.08K","0.67%"
"09/24/2012","25.350","25.400","25.400","25.250","3.23K","-1.17%"
"09/21/2012","25.650","25.800","25.800","25.800","0.66K","0.90%"
"09/20/2012","25.420","25.300","25.350","25.300","0.06K","1.03%"
"09/19/2012","25.160","25.160","25.160","25.160","","-0.59%"
"09/18/2012","25.310","25.300","25.300","25.300","0.03K","-0.20%"
"09/17/2012","25.360","25.700","25.700","25.700","0.06K","-1.28%"
"09/14/2012","25.690","25.690","25.690","25.690","","0.31%"
"09/13/2012","25.610","25.800","25.800","25.800","0.53K","1.15%"
"09/12/2012","25.320","25.320","25.320","25.320","","0.56%"
"09/11/2012","25.180","25.180","25.180","25.180","","-0.98%"
"09/10/2012","25.430","25.550","25.550","25.400","0.09K","-0.90%"
"09/07/2012","25.660","25.660","25.660","25.660","","-0.93%"
"09/06/2012","25.900","25.900","25.900","25.900","0.06K","0.23%"
"09/05/2012","25.840","25.750","25.750","25.750","0.15K","0.04%"
"09/04/2012","25.830","25.900","25.900","25.900","0.03K","-1.03%"
"09/03/2012","26.100","26.200","26.200","26.050","0.09K","1.79%"
"08/31/2012","25.640","25.640","25.640","25.640","","3.05%"
"08/30/2012","24.880","24.850","24.850","24.800","0.05K","0.57%"
"08/29/2012","24.740","24.800","24.800","24.800","0.18K","0.24%"
"08/28/2012","24.680","25.000","25.000","24.800","0.94K","-1.40%"
"08/24/2012","25.030","24.800","25.000","24.800","0.16K","0.32%"
"08/23/2012","24.950","24.950","24.950","24.950","","-0.80%"
"08/22/2012","25.150","25.050","25.150","25.050","0.02K","0.20%"
"08/21/2012","25.100","25.100","25.100","25.100","0.06K","-0.28%"
"08/20/2012","25.170","25.170","25.170","25.170","","1.45%"
"08/17/2012","24.810","24.810","24.810","24.810","","1.18%"
"08/16/2012","24.520","24.500","24.550","24.500","0.02K","-0.33%"
"08/15/2012","24.600","24.720","24.720","24.550","0.04K","-1.40%"
"08/14/2012","24.950","24.950","25.000","24.900","0.12K","0.20%"
"08/13/2012","24.900","24.950","25.000","24.900","0.15K","0.24%"
"08/10/2012","24.840","24.600","24.800","24.600","0.07K","0.53%"
"08/09/2012","24.710","24.620","24.770","24.620","0.05K","1.02%"
"08/08/2012","24.460","24.100","24.500","24.100","0.05K","1.70%"
"08/07/2012","24.050","23.900","24.000","23.900","0.03K","1.31%"
"08/06/2012","23.740","23.750","23.750","23.750","0.01K","-0.50%"
"08/03/2012","23.860","23.860","23.860","23.860","","-0.46%"
"08/02/2012","23.970","23.920","23.950","23.920","0.02K","-0.66%"
"08/01/2012","24.130","24.100","24.100","24.100","0.01K","-0.08%"
"07/31/2012","24.150","24.180","24.180","24.150","0.05K","1.47%"
"07/30/2012","23.800","23.700","23.850","23.700","0.19K","0.17%"
"07/27/2012","23.760","23.800","23.850","23.750","0.06K","-1.00%"
"07/26/2012","24.000","24.050","24.050","24.050","0.32K","0.67%"
"07/25/2012","23.840","23.900","23.900","23.850","0.05K","0.21%"
"07/24/2012","23.790","23.750","23.800","23.700","0.12K","0.25%"
"07/23/2012","23.730","23.700","23.700","23.700","0.22K","-1.33%"
"07/20/2012","24.050","24.000","24.000","24.000","0.03K","1.26%"
"07/19/2012","23.750","23.600","23.750","23.600","0.02K","0.04%"
"07/18/2012","23.740","23.740","23.740","23.740","0.24K","-1.08%"
"07/17/2012","24.000","24.000","24.000","24.000","0.13K","-0.41%"
"07/16/2012","24.100","24.100","24.100","24.100","0.01K","-0.50%"
"07/13/2012","24.220","24.220","24.220","24.220","","0.50%"
"07/12/2012","24.100","24.100","24.100","24.050","0.03K","0.08%"
"07/11/2012","24.080","24.300","24.300","24.150","0.04K","-0.70%"
"07/10/2012","24.250","24.350","24.350","24.250","0.06K","-3.69%"
"07/09/2012","25.180","25.100","25.100","25.100","0.03K","2.15%"
"07/06/2012","24.650","24.850","24.850","24.650","0.04K","-0.92%"
"07/05/2012","24.880","24.650","24.650","24.650","0.03K","1.76%"
"07/04/2012","24.450","24.400","24.400","24.400","0.02K","0.20%"
"07/03/2012","24.400","24.300","24.400","24.300","0.04K","1.54%"
"07/02/2012","24.030","24.030","24.030","24.030","","0.54%"
"06/29/2012","23.900","23.800","23.900","23.800","0.05K","0.67%"
"06/28/2012","23.740","23.850","23.880","23.750","0.07K","-1.08%"
"06/27/2012","24.000","23.790","24.000","23.790","0.18K","1.69%"
"06/26/2012","23.600","23.600","23.750","23.600","0.38K","0.60%"
"06/25/2012","23.460","23.350","23.450","23.350","0.34K","-0.17%"
"06/22/2012","23.500","23.450","23.550","23.450","0.02K","0.43%"
"06/21/2012","23.400","23.150","23.450","23.150","0.29K","0.00%"
"06/20/2012","23.400","23.200","23.200","23.200","0.06K","0.86%"
"06/19/2012","23.200","23.200","23.200","23.200","0.02K","-0.64%"
"06/18/2012","23.350","23.350","23.350","23.350","","-0.64%"
"06/15/2012","23.500","23.250","23.500","23.250","0.05K","0.64%"
"06/14/2012","23.350","23.350","23.350","23.300","0.06K","-0.43%"
"06/13/2012","23.450","23.600","23.600","23.450","0.03K","-0.55%"
"06/12/2012","23.580","23.800","23.800","23.550","0.10K","-0.25%"
"06/11/2012","23.640","23.700","23.700","23.700","0.01K","0.00%"
"06/08/2012","23.640","23.450","23.600","23.450","0.07K","0.00%"
"06/07/2012","23.640","23.800","23.800","23.600","0.06K","-0.25%"
"06/06/2012","23.700","23.600","23.700","23.600","0.04K","1.28%"
"06/05/2012","23.400","23.400","23.400","23.400","","0.00%"
"06/04/2012","23.400","23.400","23.400","23.400","","-0.34%"
"06/01/2012","23.480","23.350","23.400","23.200","0.12K","-0.09%"
"05/31/2012","23.500","23.700","23.700","23.450","0.04K","0.21%"
"05/30/2012","23.450","23.600","23.600","23.400","0.16K","-2.49%"
"05/29/2012","24.050","24.250","24.250","24.250","0.37K","0.17%"
"05/28/2012","24.010","24.010","24.010","24.010","","2.39%"
"05/25/2012","23.450","23.400","23.400","23.400","0.09K","0.00%"
"05/24/2012","23.450","23.050","23.400","23.050","0.16K","0.43%"
"05/23/2012","23.350","23.400","23.450","23.400","0.05K","-0.85%"
"05/22/2012","23.550","23.550","23.550","23.550","0.09K","0.51%"
"05/21/2012","23.430","23.430","23.430","23.430","0.01K","-0.30%"
"05/18/2012","23.500","23.500","23.500","23.500","0.01K","-1.26%"
"05/17/2012","23.800","23.800","23.800","23.800","0.01K","-1.65%"
"05/16/2012","24.200","24.200","24.250","24.200","0.03K","-0.62%"
"05/15/2012","24.350","24.650","24.650","24.350","0.04K","-0.41%"
"05/14/2012","24.450","24.450","24.450","24.450","0.01K","-0.81%"
"05/11/2012","24.650","24.650","24.650","24.650","","-0.60%"
"05/10/2012","24.800","24.800","24.800","24.800","0.01K","-0.40%"
"05/09/2012","24.900","24.800","24.800","24.750","0.02K","1.43%"
"05/08/2012","24.550","24.550","24.550","24.550","0.02K","-0.93%"
"05/04/2012","24.780","24.780","24.780","24.780","0.01K","0.61%"
"05/03/2012","24.630","24.630","24.630","24.630","","-1.08%"
"05/02/2012","24.900","24.900","24.900","24.900","","-1.50%"
"05/01/2012","25.280","25.280","25.280","25.280","","1.12%"
"04/30/2012","25.000","25.000","25.000","25.000","","3.14%"
"04/27/2012","24.240","24.250","24.250","24.250","0.15K","1.04%"
"04/26/2012","23.990","23.990","23.990","23.990","0.09K","-0.17%"
"04/25/2012","24.030","24.150","24.150","24.100","0.19K","-0.62%"
"04/24/2012","24.180","24.150","24.150","24.100","0.02K","-0.70%"
"04/23/2012","24.350","24.700","24.700","24.700","0.07K","-0.81%"
"04/20/2012","24.550","24.550","24.550","24.550","","0.61%"
"04/19/2012","24.400","24.300","24.350","24.300","0.05K","0.62%"
"04/18/2012","24.250","24.150","24.200","24.150","0.04K","-0.61%"
"04/17/2012","24.400","24.400","24.400","24.400","0.02K","-0.29%"
"04/16/2012","24.470","24.350","24.350","24.350","0.01K","-2.12%"
"04/13/2012","25.000","24.750","24.950","24.750","0.03K","0.40%"
"04/12/2012","24.900","24.800","24.800","24.800","0.01K","1.06%"
"04/11/2012","24.640","24.650","24.650","24.650","0.01K","1.40%"
"04/10/2012","24.300","24.300","24.300","24.300","0.01K","-0.74%"
"04/05/2012","24.480","24.480","24.480","24.480","","0.37%"
"04/04/2012","24.390","24.350","24.350","24.350","0.02K","-0.85%"
"04/03/2012","24.600","24.550","24.550","24.550","0.01K","-0.40%"
"04/02/2012","24.700","24.950","24.950","24.950","0.04K","-2.68%"
"03/30/2012","25.380","25.450","25.450","25.450","0.04K","3.17%"
"03/29/2012","24.600","25.230","25.230","25.100","0.22K","-0.97%"
"03/28/2012","24.840","24.750","24.950","24.750","0.04K","2.01%"
"03/27/2012","24.350","24.350","24.400","24.350","0.17K","0.70%"
"03/26/2012","24.180","24.250","24.300","24.250","0.04K","0.33%"
"03/23/2012","24.100","24.200","24.200","24.000","0.17K","-1.03%"
"03/22/2012","24.350","24.530","24.530","24.400","0.05K","-1.81%"
"03/21/2012","24.800","24.800","24.800","24.800","0.13K","-1.78%"
"03/20/2012","25.250","25.200","25.200","25.200","0.06K","-0.32%"
"03/19/2012","25.330","25.350","25.400","25.300","0.14K","1.73%"
"03/16/2012","24.900","24.900","24.900","24.900","0.03K","1.22%"
"03/15/2012","24.600","24.550","24.550","24.550","0.01K","-1.20%"
"03/14/2012","24.900","24.900","24.900","24.800","0.02K","1.43%"
"03/13/2012","24.550","24.300","24.400","24.300","0.22K","1.45%"
"03/12/2012","24.200","24.200","24.200","24.200","","-2.14%"
"03/09/2012","24.730","24.730","24.730","24.730","","0.94%"
"03/08/2012","24.500","24.500","24.500","24.500","0.01K","2.73%"
"03/07/2012","23.850","23.850","23.850","23.850","0.02K","1.27%"
"03/06/2012","23.550","23.550","23.550","23.550","","-0.84%"
"03/05/2012","23.750","23.800","23.800","23.800","0.07K","-1.04%"
"03/02/2012","24.000","24.100","24.100","24.050","0.08K","-0.41%"
"03/01/2012","24.100","24.470","24.470","24.050","0.05K","-0.82%"
"02/29/2012","24.300","24.300","24.300","24.300","0.01K","-0.82%"
"02/28/2012","24.500","24.500","24.500","24.500","0.07K","-1.72%"
"02/27/2012","24.930","25.000","25.000","25.000","0.36K","2.80%"
"02/24/2012","24.250","24.000","24.200","24.000","0.16K","1.42%"
"02/23/2012","23.910","24.100","24.100","24.100","0.05K","-0.50%"
"02/22/2012","24.030","24.100","24.150","24.040","0.09K","2.04%"
"02/21/2012","23.550","23.450","23.450","23.450","0.13K","0.86%"
"02/20/2012","23.350","23.350","23.350","23.350","0.03K","-1.06%"
"02/17/2012","23.600","23.700","23.750","23.450","0.09K","-0.51%"
"02/16/2012","23.720","23.720","23.720","23.720","","0.59%"
"02/15/2012","23.580","23.050","23.400","23.050","0.20K","2.88%"
"02/14/2012","22.920","22.650","22.650","22.550","0.06K","0.97%"
"02/13/2012","22.700","22.750","22.750","22.750","0.09K","-4.34%"
"02/10/2012","23.730","23.730","23.730","23.730","","-0.42%"
"02/09/2012","23.830","23.830","23.830","23.830","0.06K","-1.33%"
"02/08/2012","24.150","24.250","24.250","24.050","0.24K","-2.90%"
"02/07/2012","24.870","24.500","24.700","24.500","0.17K","2.22%"
"02/06/2012","24.330","24.350","24.450","24.350","0.13K","0.95%"
"02/03/2012","24.100","24.600","24.600","23.850","0.35K","0.63%"
"02/02/2012","23.950","24.300","24.300","24.050","0.21K","1.91%"
"02/01/2012","23.500","23.500","23.500","23.500","0.07K","0.90%"
"01/31/2012","23.290","23.150","23.200","23.150","0.09K","-2.63%"
"01/30/2012","23.920","23.350","24.100","23.350","0.31K","3.68%"
"01/27/2012","23.070","21.850","22.600","21.850","0.08K","6.31%"
"01/26/2012","21.700","21.900","21.900","21.700","0.53K","-2.60%"
"01/25/2012","22.280","22.150","22.250","22.150","0.04K","0.45%"
"01/24/2012","22.180","22.180","22.180","22.180","0.12K","1.42%"
"01/23/2012","21.870","21.900","21.900","21.900","0.01K","0.37%"
"01/20/2012","21.790","21.790","21.790","21.790","0.14K","2.30%"
"01/19/2012","21.300","21.300","21.300","21.300","0.45K","0.24%"
"01/18/2012","21.250","21.250","21.250","21.250","","-0.14%"
"01/17/2012","21.280","21.300","21.300","21.150","0.09K","-1.16%"
"01/16/2012","21.530","21.450","21.450","21.450","0.01K","-2.62%"
"01/13/2012","22.110","22.110","22.110","22.110","","-0.94%"
"01/12/2012","22.320","22.320","22.320","22.320","0.09K","-1.46%"
"01/11/2012","22.650","22.500","22.600","22.500","0.13K","1.43%"
"01/10/2012","22.330","22.330","22.330","22.330","0.01K","-0.53%"
"01/09/2012","22.450","22.300","22.500","22.300","0.12K","3.36%"
